Genre,RecordOrigin,RecordCreationDate,RecordIdentifier,Roll
Article (review/survey),u1nh3r11,2019-11-13,1369822,okänd
Conference paper,u13h9uqy,2019-11-14,1370157,KTHB
Conference paper,u1j8w3cj,2019-11-14,1370373,okänd
Conference paper,u1dyeh7b,2019-11-14,1370168,okänd
Conference paper,u13h9uqy,2019-11-14,1370166,KTHB
Article in journal,u1wdbont,2019-11-14,1370097,okänd
Conference paper,u13h9uqy,2019-11-14,1370122,KTHB
Conference paper,u13h9uqy,2019-11-14,1370152,KTHB
Conference paper,u13h9uqy,2019-11-14,1370125,KTHB
Conference paper,u13h9uqy,2019-11-14,1370170,KTHB
Conference paper,u13h9uqy,2019-11-14,1370131,KTHB
Conference paper,u1bpgzwb,2019-11-14,1370279,okänd
Conference paper,u12nf7ok,2019-11-14,1370127,okänd
Conference paper,u13h9uqy,2019-11-14,1370161,KTHB
Conference paper,u13h9uqy,2019-11-14,1370155,KTHB
Chapter in book,u1ibhpuf,2019-11-14,1370143,okänd
Conference paper,u1e6iyp9,2019-11-15,1370500,okänd
Conference paper,u13h9uqy,2019-11-15,1370508,KTHB
Article in journal,u13h9uqy,2019-11-15,1370518,KTHB
Conference paper,u13h9uqy,2019-11-15,1370496,KTHB
Article in journal,u146h59e,2019-11-15,1370454,okänd
Article in journal,u13h9uqy,2019-11-15,1370521,KTHB
Article in journal,u1a33jej,2019-11-15,1370380,okänd
Article in journal,u1e3qj0g,2019-11-16,1370668,okänd
Conference paper,u1ppug9t,2019-11-16,1370669,okänd
Article in journal,u13h9uqy,2019-11-18,1370943,KTHB
Article in journal,u13h9uqy,2019-11-18,1370900,KTHB
Article in journal,u13h9uqy,2019-11-18,1370885,KTHB
Article in journal,u13h9uqy,2019-11-18,1370951,KTHB
Conference paper,u16qcucj,2019-11-18,1370825,okänd
Article in journal,u13h9uqy,2019-11-18,1370957,KTHB
Article in journal,u13h9uqy,2019-11-18,1370932,KTHB
Chapter in book,u1p1xglt,2019-11-18,1370864,okänd
Article in journal,u13h9uqy,2019-11-18,1370905,KTHB
Article in journal,u13h9uqy,2019-11-18,1370874,KTHB
Article in journal,u13h9uqy,2019-11-18,1370894,KTHB
Conference paper,u132f10p,2019-11-19,1371304,okänd
Article in journal,u13h9uqy,2019-11-19,1371367,KTHB
Conference paper,u1arm91c,2019-11-19,1371446,okänd
Article in journal,u13h9uqy,2019-11-19,1371215,KTHB
Article in journal,u13h9uqy,2019-11-19,1371375,KTHB
Chapter in book,u13h9uqy,2019-11-19,1371209,KTHB
Article in journal,u13h9uqy,2019-11-19,1371251,KTHB
Article in journal,u13h9uqy,2019-11-19,1371263,KTHB
Article in journal,u1fcwvxl,2019-11-19,1371448,okänd
Article in journal,u13h9uqy,2019-11-19,1371391,KTHB
Article in journal,u13h9uqy,2019-11-19,1371277,KTHB
Conference paper,u1gtfvsa,2019-11-19,1371178,okänd
Article in journal,u13h9uqy,2019-11-19,1371247,KTHB
Article in journal,u13h9uqy,2019-11-19,1371217,KTHB
Conference paper,u1arm91c,2019-11-19,1371444,okänd
Conference paper,u1arm91c,2019-11-19,1371445,okänd
Article in journal,u1fcwvxl,2019-11-19,1371449,okänd
Article in journal,u13h9uqy,2019-11-19,1371371,KTHB
Chapter in book,u13h9uqy,2019-11-19,1371235,KTHB
Manuscript (preprint),u1a33jej,2019-11-19,1371092,okänd
Conference paper,u1a9k3hn,2019-11-20,1371667,okänd
Conference paper,u1gwzpa0,2019-11-20,1371696,okänd
Article in journal,u1vzaqjs,2019-11-20,1371652,okänd
Article in journal,u1o5f6zy,2019-11-20,1371589,okänd
Article in journal,u1o5f6zy,2019-11-20,1371609,okänd
Conference paper,u1o8e56x,2019-11-20,1371694,okänd
Conference paper,u1a9k3hn,2019-11-20,1371682,okänd
Conference paper,u18qe64m,2019-11-20,1371780,okänd
Article in journal,u1o5f6zy,2019-11-20,1371581,okänd
Conference paper,u1a9k3hn,2019-11-20,1371656,okänd
Article in journal,u16325c5,2019-11-20,1371565,okänd
Chapter in book,u1ugzon6,2019-11-21,1371987,okänd
Conference paper,u1xeaztw,2019-11-21,1371906,okänd
Conference paper,u18u6rqt,2019-11-21,1371841,okänd
Conference paper,u1edunwe,2019-11-21,1372041,KTHB
Conference paper,u1xeaztw,2019-11-21,1371910,okänd
Conference paper,u18u6rqt,2019-11-21,1371840,okänd
Conference paper,u18u6rqt,2019-11-21,1371838,okänd
Article in journal,u1o2txrh,2019-11-21,1371823,KTHB
Article in journal,u13h9uqy,2019-11-22,1372273,KTHB
Conference paper,u1kwjie8,2019-11-22,1372165,okänd
Conference paper,u1wvhoep,2019-11-22,1372321,okänd
Conference paper,u1wvhoep,2019-11-22,1372314,okänd
Article in journal,u1i8jvxh,2019-11-22,1372297,KTHB
Conference paper,u180gqbz,2019-11-23,1372405,okänd
Article in journal,u1h3o82s,2019-11-23,1372424,okänd
Article in journal,u1mo6lyf,2019-11-24,1372501,okänd
Article in journal,u1o2txrh,2019-11-25,1372591,KTHB
Article in journal,u1x6y4ru,2019-11-25,1372596,okänd
Article in journal,u1x6y4ru,2019-11-25,1372612,okänd
Article in journal,u1x6y4ru,2019-11-25,1372600,okänd
Article in journal,u1rzsf03,2019-11-25,1372635,okänd
Article in journal,u1ymswuh,2019-11-26,1373334,KTHB
Article in journal,u1coq1jm,2019-11-26,1373189,KTHB
Article (review/survey),u1rfng4u,2019-11-26,1373284,okänd
Article in journal,u1coq1jm,2019-11-26,1373132,KTHB
Article in journal,u1coq1jm,2019-11-26,1373181,KTHB
Conference paper,u1j35ule,2019-11-26,1373359,okänd
Article in journal,u1coq1jm,2019-11-26,1373056,KTHB
Article in journal,u1coq1jm,2019-11-26,1373017,KTHB
Article in journal,u1coq1jm,2019-11-26,1373064,KTHB
Article in journal,u1ymswuh,2019-11-26,1373318,KTHB
Article in journal,u1coq1jm,2019-11-26,1373011,KTHB
Conference paper,u1x6y4ru,2019-11-26,1373095,okänd
Article in journal,u1coq1jm,2019-11-26,1373059,KTHB
Article in journal,u1coq1jm,2019-11-26,1373177,KTHB
Article in journal,u1coq1jm,2019-11-26,1373021,KTHB
Article in journal,u1x6y4ru,2019-11-26,1373103,okänd
Article in journal,u1rfng4u,2019-11-26,1373275,okänd
Article in journal,u1ymswuh,2019-11-27,1373592,KTHB
Article in journal,u1ymswuh,2019-11-27,1373496,KTHB
Chapter in book,u1ol0bn4,2019-11-27,1373607,okänd
Conference paper,u1a8t9r4,2019-11-27,1373378,okänd
Article in journal,u1j35ule,2019-11-27,1373447,okänd
Article in journal,u1j35ule,2019-11-27,1373480,okänd
Article in journal,u1j35ule,2019-11-27,1373479,okänd
Article in journal,u1cdwuj2,2019-11-27,1373535,okänd
Article in journal,u1ymswuh,2019-11-28,1373804,KTHB
Article in journal,u150od7x,2019-11-28,1373795,okänd
Article in journal,u1ymswuh,2019-11-28,1373775,KTHB
Article in journal,u1ymswuh,2019-11-28,1373816,KTHB
Article in journal,u1ymswuh,2019-11-28,1374000,KTHB
Article in journal,u1ymswuh,2019-11-28,1373976,KTHB
Article in journal,u150od7x,2019-11-28,1373783,okänd
Article in journal,u1ymswuh,2019-11-29,1374273,KTHB
Article in journal,u13h9uqy,2019-11-29,1374181,KTHB
Article in journal,u1ymswuh,2019-11-29,1374292,KTHB
Article in journal,u13h9uqy,2019-11-29,1374329,KTHB
Conference paper,u1c58was,2019-11-29,1374358,okänd
Article in journal,u13h9uqy,2019-11-29,1374333,KTHB
Article in journal,u13h9uqy,2019-11-29,1374332,KTHB
Article in journal,u13h9uqy,2019-11-29,1374193,KTHB
Article in journal,u13h9uqy,2019-11-29,1374309,KTHB
Article in journal,u13h9uqy,2019-11-29,1374326,KTHB
Article (review/survey),u13h9uqy,2019-11-29,1374295,KTHB
Article in journal,u1ymswuh,2019-11-29,1374281,KTHB
Article in journal,u13h9uqy,2019-11-29,1374311,KTHB
Article in journal,u13h9uqy,2019-11-29,1374187,KTHB
Article in journal,u1271chh,2019-11-29,1374340,okänd
Article in journal,u13h9uqy,2019-11-29,1374180,KTHB
Article in journal,u1jzdpmf,2019-11-29,1374370,okänd
Conference paper,u13h9uqy,2019-11-29,1374176,KTHB
Article in journal,u13h9uqy,2019-11-29,1374302,KTHB
Article in journal,u13h9uqy,2019-11-29,1374320,KTHB
Article in journal,u13h9uqy,2019-11-29,1374164,KTHB
Article in journal,u1rp75t5,2019-11-29,1374165,okänd
Article in journal,u13h9uqy,2019-11-29,1374170,KTHB
Article in journal,u1271chh,2019-11-29,1374336,okänd
Article in journal,u1ugzon6,2019-12-01,1374443,okänd
Article in journal,u1833jfs,2019-12-01,1374426,okänd
Article in journal,u1mo6lyf,2019-12-01,1374460,okänd
Article in journal,u1mo6lyf,2019-12-01,1374458,okänd
Article in journal,u1coq1jm,2019-12-02,1374564,KTHB
Article in journal,u13h9uqy,2019-12-02,1374488,KTHB
Article in journal,u1ymswuh,2019-12-02,1374513,KTHB
Article in journal,u1coq1jm,2019-12-02,1374585,KTHB
Article in journal,u1coq1jm,2019-12-02,1374591,KTHB
Article in journal,u1ymswuh,2019-12-02,1374718,KTHB
Article in journal,u1coq1jm,2019-12-02,1374551,KTHB
Article in journal,u1coq1jm,2019-12-02,1374560,KTHB
Article in journal,u1ymswuh,2019-12-02,1374711,KTHB
Article in journal,u1coq1jm,2019-12-02,1374577,KTHB
Article in journal,u1coq1jm,2019-12-02,1374486,KTHB
Article in journal,u1coq1jm,2019-12-02,1374599,KTHB
Article in journal,u13h9uqy,2019-12-02,1374491,KTHB
Article in journal,u1ymswuh,2019-12-02,1374673,KTHB
Article in journal,u1coq1jm,2019-12-02,1374512,KTHB
Article in journal,u1coq1jm,2019-12-02,1374647,KTHB
Article in journal,u1coq1jm,2019-12-02,1374614,KTHB
Article in journal,u1coq1jm,2019-12-02,1374597,KTHB
Article in journal,u1coq1jm,2019-12-02,1374603,KTHB
Article in journal,u13h9uqy,2019-12-02,1374485,KTHB
Article in journal,u1ymswuh,2019-12-02,1374686,KTHB
Article in journal,u1coq1jm,2019-12-02,1374580,KTHB
Article in journal,u1ymswuh,2019-12-02,1374507,KTHB
Article in journal,u1ymswuh,2019-12-02,1374690,KTHB
Article in journal,u1coq1jm,2019-12-02,1374645,KTHB
Article in journal,u1coq1jm,2019-12-02,1374656,KTHB
Article in journal,u1ymswuh,2019-12-02,1374671,KTHB
Article in journal,u1ymswuh,2019-12-02,1374663,KTHB
Article in journal,u1ymswuh,2019-12-02,1374693,KTHB
Article in journal,u1ymswuh,2019-12-02,1374660,KTHB
Article in journal,u1coq1jm,2019-12-02,1374474,KTHB
Article in journal,u1coq1jm,2019-12-02,1374499,KTHB
Article in journal,u1coq1jm,2019-12-02,1374616,KTHB
Article in journal,u1coq1jm,2019-12-02,1374473,KTHB
Article in journal,u1ml3zu9,2019-12-03,1374824,okänd
Article in journal,u13h9uqy,2019-12-03,1374981,KTHB
Article in journal,u13h9uqy,2019-12-03,1374993,KTHB
Article in journal,u1coq1jm,2019-12-03,1374814,KTHB
Article in journal,u1coq1jm,2019-12-03,1374830,KTHB
Article in journal,u1coq1jm,2019-12-03,1374803,KTHB
Article in journal,u13h9uqy,2019-12-03,1374986,KTHB
Conference paper,u1coq1jm,2019-12-03,1374852,KTHB
Chapter in book,u1za0y31,2019-12-03,1375002,okänd
Article in journal,u13h9uqy,2019-12-03,1374969,KTHB
Conference paper,u1mmci4l,2019-12-03,1374935,okänd
Conference paper,u18vjbx4,2019-12-03,1375005,okänd
Article in journal,u1coq1jm,2019-12-03,1374836,KTHB
Article in journal,u1coq1jm,2019-12-03,1374812,KTHB
Article in journal,u13h9uqy,2019-12-03,1374996,KTHB
Conference paper,u18vjbx4,2019-12-03,1374999,okänd
Article in journal,u1coq1jm,2019-12-03,1374843,KTHB
Article in journal,u13h9uqy,2019-12-03,1374988,KTHB
Collection (editor),u1za0y31,2019-12-03,1374977,okänd
Chapter in book,u1za0y31,2019-12-03,1374982,okänd
Article in journal,u18vjbx4,2019-12-03,1375011,okänd
Chapter in book,u1za0y31,2019-12-03,1375010,okänd
Article in journal,u1enfr6x,2019-12-04,1375334,okänd
Article in journal,u13h9uqy,2019-12-04,1375129,KTHB
Chapter in book,u140z7s8,2019-12-04,1375360,okänd
Conference paper,u1wj24b7,2019-12-04,1375110,okänd
Article in journal,u13h9uqy,2019-12-04,1375133,KTHB
Article in journal,u13h9uqy,2019-12-04,1375126,KTHB
Conference paper,u159wt1z,2019-12-04,1375159,okänd
Article in journal,u13h9uqy,2019-12-04,1375300,KTHB
Article in journal,u10wo5aj,2019-12-04,1375278,okänd
Chapter in book,u1wj24b7,2019-12-04,1375113,okänd
Article in journal,u13h9uqy,2019-12-05,1375709,KTHB
Article in journal,u13h9uqy,2019-12-05,1375716,KTHB
Article in journal,u1ymswuh,2019-12-05,1375683,KTHB
Article in journal,u1ymswuh,2019-12-05,1375472,KTHB
Article in journal,u1ymswuh,2019-12-05,1375624,KTHB
Conference paper,u1ymswuh,2019-12-05,1375617,KTHB
Article in journal,u1ymswuh,2019-12-05,1375442,KTHB
Article in journal,u1ymswuh,2019-12-05,1375435,KTHB
Article in journal,u1ymswuh,2019-12-05,1375631,KTHB
Article in journal,u1ymswuh,2019-12-05,1375441,KTHB
Conference paper,u14ptvpw,2019-12-05,1375707,okänd
Article in journal,u13h9uqy,2019-12-05,1375718,KTHB
Article in journal,u1yqglux,2019-12-05,1375642,okänd
Article in journal,u13h9uqy,2019-12-05,1375700,KTHB
Article in journal,u1ymswuh,2019-12-05,1375457,KTHB
Article in journal,u1ymswuh,2019-12-05,1375448,KTHB
Article in journal,u13h9uqy,2019-12-05,1375705,KTHB
Article in journal,u1ymswuh,2019-12-05,1375477,KTHB
Article in journal,u1ymswuh,2019-12-05,1375645,KTHB
Article in journal,u13h9uqy,2019-12-05,1375712,KTHB
Article in journal,u1ymswuh,2019-12-05,1375489,KTHB
Article in journal,u1ymswuh,2019-12-05,1375661,KTHB
Conference paper,u14ptvpw,2019-12-05,1375697,okänd
Article in journal,u1vidb72,2019-12-05,1375689,okänd
Article in journal,u1ymswuh,2019-12-05,1375571,KTHB
Article in journal,u1ymswuh,2019-12-05,1375582,KTHB
Chapter in book,u1ymswuh,2019-12-05,1375559,KTHB
Chapter in book,u1ymswuh,2019-12-05,1375554,KTHB
Article in journal,u1ymswuh,2019-12-05,1375445,KTHB
Article in journal,u1ymswuh,2019-12-05,1375602,KTHB
Article in journal,u1ymswuh,2019-12-05,1375576,KTHB
Article in journal,u1ymswuh,2019-12-05,1375535,KTHB
Article in journal,u1ymswuh,2019-12-05,1375595,KTHB
Article in journal,u1ymswuh,2019-12-05,1375578,KTHB
Article in journal,u1ymswuh,2019-12-05,1375609,KTHB
Article in journal,u1ymswuh,2019-12-05,1375600,KTHB
Article in journal,u1ymswuh,2019-12-05,1375573,KTHB
Article in journal,u1ymswuh,2019-12-06,1375833,KTHB
Article in journal,u13h9uqy,2019-12-06,1375961,KTHB
Article in journal,u13h9uqy,2019-12-06,1375919,KTHB
Article in journal,u13h9uqy,2019-12-06,1375968,KTHB
Article in journal,u13h9uqy,2019-12-06,1375924,KTHB
Book,u1gr1lay,2019-12-06,1376010,okänd
Article in journal,u1ymswuh,2019-12-06,1375992,KTHB
Article in journal,u13h9uqy,2019-12-06,1375935,KTHB
Article in journal,u13h9uqy,2019-12-06,1375912,KTHB
Article in journal,u1p4iubg,2019-12-06,1375981,okänd
Chapter in book,u1ymswuh,2019-12-06,1375994,KTHB
Chapter in book,u1ymswuh,2019-12-06,1375999,KTHB
Chapter in book,u1ymswuh,2019-12-06,1375995,KTHB
Chapter in book,u1ymswuh,2019-12-06,1375998,KTHB
Article in journal,u13h9uqy,2019-12-06,1375965,KTHB
Article in journal,u13h9uqy,2019-12-06,1375903,KTHB
Chapter in book,u1ymswuh,2019-12-06,1375977,KTHB
Article in journal,u13h9uqy,2019-12-06,1375947,KTHB
Chapter in book,u1ymswuh,2019-12-06,1376000,KTHB
Chapter in book,u1ymswuh,2019-12-06,1375996,KTHB
Chapter in book,u1ymswuh,2019-12-06,1376004,KTHB
Chapter in book,u1ymswuh,2019-12-06,1376005,KTHB
Chapter in book,u1ymswuh,2019-12-06,1376001,KTHB
Conference paper,u1i6fbwh,2019-12-08,1376135,okänd
Conference paper,u1vh6d3p,2019-12-08,1376161,okänd
Book,u1i6fbwh,2019-12-08,1376133,okänd
Conference paper,u1i6fbwh,2019-12-08,1376134,okänd
Conference paper,u174pd18,2019-12-08,1376110,okänd
Article in journal,u1i5p5ny,2019-12-08,1376106,okänd
Conference paper,u1i6fbwh,2019-12-08,1376137,okänd
Article in journal,u13grc1j,2019-12-08,1376160,okänd
Article in journal,u13h9uqy,2019-12-09,1376187,KTHB
Conference paper,u1ty0xt9,2019-12-09,1376342,okänd
Conference paper,u10m1c54,2019-12-09,1376421,okänd
Article (book review),u13h9uqy,2019-12-09,1376189,KTHB
Article in journal,u1vwmspo,2019-12-09,1376540,okänd
Article in journal,u13h9uqy,2019-12-09,1376317,KTHB
Article in journal,u13h9uqy,2019-12-09,1376313,KTHB
Article in journal,u13h9uqy,2019-12-09,1376309,KTHB
Conference paper,u1ty0xt9,2019-12-09,1376346,okänd
Article in journal,u13h9uqy,2019-12-09,1376506,KTHB
Article in journal,u13h9uqy,2019-12-09,1376246,KTHB
Conference paper,u13h9uqy,2019-12-09,1376276,KTHB
Article in journal,u13h9uqy,2019-12-09,1376186,KTHB
Article in journal,u16wf4kt,2019-12-09,1376375,okänd
Article in journal,u13h9uqy,2019-12-09,1376523,KTHB
Article in journal,u1ty0xt9,2019-12-09,1376330,okänd
Article in journal,u13h9uqy,2019-12-09,1376194,KTHB
Conference paper,u1mmxwkt,2019-12-10,1377053,okänd
Article in journal,u13h9uqy,2019-12-10,1376890,KTHB
Article in journal,u13h9uqy,2019-12-10,1376943,KTHB
Conference paper,u13h9uqy,2019-12-10,1376911,KTHB
Article in journal,u13h9uqy,2019-12-10,1376929,KTHB
Article in journal,u13h9uqy,2019-12-10,1376938,KTHB
Article in journal,u13h9uqy,2019-12-10,1376964,KTHB
Article in journal,u13h9uqy,2019-12-10,1376916,KTHB
Article in journal,u13h9uqy,2019-12-10,1376922,KTHB
Article in journal,u13h9uqy,2019-12-10,1376871,KTHB
Article in journal,u13h9uqy,2019-12-10,1376861,KTHB
Article in journal,u13h9uqy,2019-12-10,1376950,KTHB
Conference paper,u1o2txrh,2019-12-11,1377136,KTHB
Conference paper,u1o2txrh,2019-12-11,1377356,KTHB
Article in journal,u13h9uqy,2019-12-11,1377238,KTHB
Conference paper,u1o2txrh,2019-12-11,1377389,KTHB
Article in journal,u1ubfbmk,2019-12-11,1377187,okänd
Conference paper,u1o2txrh,2019-12-11,1377367,KTHB
Conference paper,u1o2txrh,2019-12-11,1377119,KTHB
Conference paper,u1o2txrh,2019-12-11,1377345,KTHB
Conference paper,u1nhhq10,2019-12-11,1377087,okänd
Article in journal,u17ge341,2019-12-11,1377476,okänd
Article in journal,u13h9uqy,2019-12-11,1377237,KTHB
Article in journal,u1h7r3f2,2019-12-11,1377407,okänd
Article in journal,u1o2txrh,2019-12-12,1377571,KTHB
Article in journal,u1o2txrh,2019-12-12,1377568,KTHB
Conference paper,u197h0d7,2019-12-12,1377898,okänd
Article in journal,u1o2txrh,2019-12-12,1377652,KTHB
Conference paper,u1o2txrh,2019-12-12,1377546,KTHB
Article in journal,u1o2txrh,2019-12-12,1377672,KTHB
Conference paper,u1rrfb6r,2019-12-12,1377572,okänd
Article in journal,u1o2txrh,2019-12-12,1377659,KTHB
Manuscript (preprint),u1rrnmor,2019-12-12,1377625,okänd
Article in journal,u1o2txrh,2019-12-13,1377981,KTHB
Conference paper,u1o2txrh,2019-12-13,1378576,KTHB
Article in journal,u1o2txrh,2019-12-13,1377940,KTHB
Article in journal,u1o2txrh,2019-12-13,1378636,KTHB
Article in journal,u1o2txrh,2019-12-13,1378558,KTHB
Article in journal,u1o2txrh,2019-12-13,1377966,KTHB
Article in journal,u1o2txrh,2019-12-13,1378626,KTHB
Article in journal,u1o2txrh,2019-12-13,1378662,KTHB
Article in journal,u1o2txrh,2019-12-13,1378598,KTHB
Article in journal,u1o2txrh,2019-12-13,1377934,KTHB
Article in journal,u13zjo5n,2019-12-13,1377992,okänd
Article in journal,u1o2txrh,2019-12-13,1378038,KTHB
Article in journal,u1o2txrh,2019-12-13,1378619,KTHB
Conference paper,u1o2txrh,2019-12-13,1378000,KTHB
Conference paper,u197h0d7,2019-12-13,1377925,okänd
Conference paper,u1fuxiia,2019-12-13,1378555,okänd
Article in journal,u1o2txrh,2019-12-13,1377957,KTHB
Article in journal,u1o2txrh,2019-12-13,1378605,KTHB
Article in journal,u1o2txrh,2019-12-13,1378251,KTHB
Article in journal,u1o2txrh,2019-12-13,1377969,KTHB
Article in journal,u1rp75t5,2019-12-14,1378812,okänd
Article (book review),u1rp75t5,2019-12-14,1378811,okänd
Article (review/survey),u1o2txrh,2019-12-16,1378946,KTHB
Conference paper,u1edtn8i,2019-12-16,1379157,okänd
Article (book review),u13h9uqy,2019-12-16,1378929,KTHB
Conference paper,u1o2txrh,2019-12-16,1378939,KTHB
Article in journal,u1o2txrh,2019-12-16,1378957,KTHB
Article in journal,u13h9uqy,2019-12-16,1379013,KTHB
Article in journal,u1o2txrh,2019-12-16,1378915,KTHB
Conference paper,u1edtn8i,2019-12-16,1379148,okänd
Conference paper,u15a3xq5,2019-12-16,1379156,okänd
Conference paper,u15a3xq5,2019-12-16,1379117,okänd
Article in journal,u15a3xq5,2019-12-16,1379031,okänd
Article in journal,u1o2txrh,2019-12-17,1379479,KTHB
Article in journal,u1o2txrh,2019-12-17,1379404,KTHB
Article in journal,u13h9uqy,2019-12-17,1379841,KTHB
Article in journal,u1o2txrh,2019-12-17,1379643,KTHB
Article in journal,u1o2txrh,2019-12-17,1379546,KTHB
Article in journal,u13h9uqy,2019-12-17,1379797,KTHB
Conference paper,u13h9uqy,2019-12-17,1379611,KTHB
Article in journal,u13h9uqy,2019-12-17,1379574,KTHB
Article in journal,u1o2txrh,2019-12-17,1379655,KTHB
Article in journal,u1o2txrh,2019-12-17,1379593,KTHB
Article in journal,u1o2txrh,2019-12-17,1379627,KTHB
Article in journal,u1i00gti,2019-12-17,1379657,okänd
Article in journal,u13h9uqy,2019-12-17,1379814,KTHB
Article in journal,u13h9uqy,2019-12-17,1379591,KTHB
Article in journal,u1o2txrh,2019-12-17,1379390,KTHB
Article in journal,u1o2txrh,2019-12-17,1379581,KTHB
Article in journal,u1o2txrh,2019-12-17,1379494,KTHB
Article in journal,u13h9uqy,2019-12-17,1379716,KTHB
Article in journal,u1o2txrh,2019-12-17,1379636,KTHB
Article in journal,u1o2txrh,2019-12-17,1379717,KTHB
Article in journal,u13h9uqy,2019-12-17,1379594,KTHB
Article in journal,u13h9uqy,2019-12-17,1379711,KTHB
Article in journal,u1o2txrh,2019-12-17,1379632,KTHB
Article in journal,u13h9uqy,2019-12-17,1379829,KTHB
Article in journal,u13h9uqy,2019-12-17,1379589,KTHB
Conference paper,u1o2txrh,2019-12-17,1379604,KTHB
Article in journal,u1o2txrh,2019-12-17,1379708,KTHB
Article in journal,u1o2txrh,2019-12-17,1379723,KTHB
Article in journal,u1o2txrh,2019-12-17,1379567,KTHB
Article in journal,u13h9uqy,2019-12-18,1380039,KTHB
Article in journal,u1wffrbk,2019-12-18,1380160,okänd
Conference paper,u14w1rf1,2019-12-18,1380368,okänd
Article in journal,u13h9uqy,2019-12-18,1380032,KTHB
Article in journal,u1o2txrh,2019-12-18,1380316,KTHB
Article in journal,u13h9uqy,2019-12-18,1380152,KTHB
Article in journal,u13h9uqy,2019-12-18,1380148,KTHB
Article in journal,u13h9uqy,2019-12-18,1380158,KTHB
Conference paper,u1040siq,2019-12-18,1380301,okänd
Article in journal,u1040siq,2019-12-18,1380328,okänd
Article in journal,u13h9uqy,2019-12-18,1380163,KTHB
Article in journal,u13h9uqy,2019-12-18,1380133,KTHB
Conference paper,u1040siq,2019-12-18,1380306,okänd
Article in journal,u13h9uqy,2019-12-18,1380167,KTHB
Article in journal,u13h9uqy,2019-12-18,1380113,KTHB
Article in journal,u1o2txrh,2019-12-18,1380000,KTHB
Conference paper,u1vsnmct,2019-12-18,1380083,okänd
Conference paper,u1o2txrh,2019-12-18,1380298,KTHB
Conference paper,u1vsnmct,2019-12-18,1380071,okänd
Conference paper,u14w1rf1,2019-12-18,1380364,okänd
Conference paper,u1o2txrh,2019-12-18,1380004,KTHB
Conference paper,u1o2txrh,2019-12-18,1380057,KTHB
Article in journal,u1o2txrh,2019-12-18,1380251,KTHB
Article in journal,u1o2txrh,2019-12-18,1379981,KTHB
Article in journal,u13h9uqy,2019-12-18,1380171,KTHB
Article in journal,u1o2txrh,2019-12-18,1380331,KTHB
Conference paper,u14w1rf1,2019-12-18,1380390,okänd
Article in journal,u1o2txrh,2019-12-18,1380013,KTHB
Article in journal,u13h9uqy,2019-12-18,1380025,KTHB
Article in journal,u1o2txrh,2019-12-18,1379994,KTHB
Article in journal,u13h9uqy,2019-12-18,1380174,KTHB
Article in journal,u1o2txrh,2019-12-18,1380234,KTHB
Article in journal,u13h9uqy,2019-12-18,1380204,KTHB
Article in journal,u13h9uqy,2019-12-18,1380139,KTHB
Article in journal,u1v3y7u7,2019-12-18,1380142,okänd
Article in journal,u13h9uqy,2019-12-19,1380600,KTHB
Article in journal,u13h9uqy,2019-12-19,1380869,KTHB
Article in journal,u13h9uqy,2019-12-19,1380779,KTHB
Article in journal,u13h9uqy,2019-12-19,1380688,KTHB
Conference paper,u13h9uqy,2019-12-19,1380714,KTHB
Article in journal,u13h9uqy,2019-12-19,1380767,KTHB
Article in journal,u13h9uqy,2019-12-19,1380745,KTHB
Article in journal,u13h9uqy,2019-12-19,1380681,KTHB
Article (review/survey),u13h9uqy,2019-12-19,1380764,KTHB
Article in journal,u13h9uqy,2019-12-19,1380782,KTHB
Chapter in book,u1cflvud,2019-12-19,1380594,okänd
Chapter in book,u1cflvud,2019-12-19,1380588,okänd
Book,u1cflvud,2019-12-19,1380580,okänd
Conference paper,u1o2txrh,2019-12-20,1381301,KTHB
Article in journal,u13h9uqy,2019-12-20,1381176,KTHB
Article in journal,u13h9uqy,2019-12-20,1381128,KTHB
Conference paper,u1o2txrh,2019-12-20,1381083,KTHB
Article in journal,u13h9uqy,2019-12-20,1381171,KTHB
Conference paper,u1o2txrh,2019-12-20,1381227,KTHB
Conference paper,u1o2txrh,2019-12-20,1381076,KTHB
Conference paper,u1o2txrh,2019-12-20,1381289,KTHB
Article in journal,u13h9uqy,2019-12-20,1381280,KTHB
Article in journal,u13h9uqy,2019-12-20,1381131,KTHB
Conference paper,u1o2txrh,2019-12-20,1381177,KTHB
Book,u1f6xaea,2019-12-20,1381098,okänd
Article in journal,u13h9uqy,2019-12-20,1381102,KTHB
Conference paper,u1o2txrh,2019-12-20,1381139,KTHB
Conference paper,u1o2txrh,2019-12-20,1381104,KTHB
Article in journal,u13h9uqy,2019-12-20,1381094,KTHB
Article in journal,u1m0unv8,2019-12-23,1381575,okänd
Article in journal,u125gmog,2019-12-24,1381635,okänd
Article in journal,u1wj24b7,2019-12-24,1381625,okänd
Chapter in book,u1n0phox,2019-12-25,1381641,okänd
Article in journal,u1rp75t5,2019-12-25,1381647,okänd
Article in journal,u1vidb72,2019-12-31,1382009,okänd
Article in journal,u1vidb72,2019-12-31,1382008,okänd
Article in journal,u13h9uqy,2020-01-02,1382197,KTHB
Article in journal,u13h9uqy,2020-01-02,1382206,KTHB
Article in journal,u13h9uqy,2020-01-02,1382192,KTHB
Article in journal,u13h9uqy,2020-01-02,1382244,KTHB
